Free Form,Job1,Job2,Job3,Score1,Score2,Score3
senior onboarding specialist,premier support engineer,chief operations specialist,executive support specialist,0.7682150602340698,0.7613067626953125,0.7511409521102905
senior online marketing consultant,online marketing consultant,online marketing executive,online marketing specialist,0.9053828716278076,0.9052559733390808,0.8899009227752686
senior operations analyst,lead operations analyst,chief analyst,operations analyst,0.8743286728858948,0.8595643043518066,0.8548159599304199
senior operations associate,executive team assistant,executive staff assistant,executive assistant associate,0.8637130260467529,0.860859751701355,0.8596773147583008
senior operations manager,chief operations manager,chief executive manager,chief manager,0.8857364058494568,0.8837039470672607,0.8798812031745911
senior operations research analyst,lead operations research analyst,operations research analyst,lead operations analyst,0.8867648839950562,0.8656392693519592,0.8505192399024963
senior operator,chief fellow,chief operator,chief supervisor,0.7849823236465454,0.7794504761695862,0.7680597305297852
senior organic search strategist,lead database architect,certified salesforce administrator,master certified sales consultant,0.7787996530532837,0.7682211399078369,0.7650871276855469
senior partner development lead facebook amazon pinterest,executive assistant social media manager,sales associate social media manager,bdc internet sales representative,0.6756070256233215,0.6692236661911011,0.667574405670166
senior partner growth manager,growth marketing associate,client success executive,growth product manager,0.8534647226333618,0.8508279919624329,0.8489303588867188
senior partner manager,assistant managing partner,managing partner chief operations officer,managing partner chief executive officer,0.8846973180770874,0.8773759603500366,0.873322606086731
senior partner manager west coast,chief executive officer creative director,chief creative director,director success manager,0.707656979560852,0.7064734697341919,0.700743556022644
senior partner marketing,managing partner chief operations officer,managing partner chief executive officer,client success executive,0.8344683647155762,0.8341245651245117,0.8290920257568359
senior partner program operations manager,managing partner chief operations officer,executive assistant partner,chief operations officer partner,0.87883460521698,0.8726971745491028,0.8724929094314575
senior partnership development manager,executive assistant partner,assistant managing partner,lead executive assistant,0.8619198203086853,0.8577280044555664,0.8551036715507507
senior partnership manager,assistant managing partner,executive assistant partner,chief executive officer partner,0.8522000312805176,0.8501490354537964,0.8375717401504517
senior partnership manager lifesciences healthcare,healthcare account executive,healthcare it account executive,healthcare sales account executive,0.8637537956237793,0.8546849489212036,0.8372114300727844
senior partnerships,executive assistant partner,chief fellow,premier account executive,0.767404317855835,0.7655240297317505,0.7533963918685913
senior payments operations analyst,specialty account executive,lead payroll analyst,financial executive assistant,0.8508329391479492,0.8479821681976318,0.8462432026863098
senior payroll administrator,payroll human resources director,payroll specialist administrative assistant,payroll administrative assistant,0.8399381637573242,0.83887779712677,0.8371841907501221
senior payroll associate,executive personal assistant,executive personal administrative assistant,account executive underwriter,0.821542501449585,0.8151917457580566,0.8142381906509399
senior payroll consultant,staff accountant consultant,consultant account executive,lead payroll analyst,0.8610512018203735,0.8560476303100586,0.8540246486663818
senior payroll specialist,payroll specialist administrative assistant,staff accountant payroll specialist,payroll specialist accountant,0.8548954725265503,0.8448547124862671,0.8392949104309082
senior payroll tax coordinator,payroll tax analyst,payroll tax accountant,tax staff accountant,0.9005592465400696,0.8933500051498413,0.887900710105896
senior payroll tax manager,tax staff accountant,tax accountant manager,payroll tax accountant,0.8766413927078247,0.8740503787994385,0.8693981170654297
senior performance marketing associate,client success executive,executive assistant partner,executive assistant marketing specialist,0.8651158809661865,0.8597621321678162,0.8593689203262329
senior platform engineer,chief maintenance engineer,chief facility engineer,chief engineer project manager,0.8111848831176758,0.8094985485076904,0.8066882491111755
senior practice manager global supply chain practice,global product line manager,global technical account manager,global customer support manager,0.859153687953949,0.8578242063522339,0.8542895317077637
senior premium publisher manager publisher development,chief executive officer publisher,publisher account manager,publisher editor in chief,0.8139253258705139,0.813174843788147,0.8044232726097107
senior presales marketing consultant,lead marketing consultant,marketing manager consultant,marketing consultant project manager,0.9063699245452881,0.9041357040405273,0.9030393362045288
senior producer,chief supervisor,assistant chairman,production chief,0.8185062408447266,0.8172768354415894,0.8153873682022095
senior product analyst,lead product analyst,lead management analyst,professional services analyst,0.8757724761962891,0.8732542991638184,0.8710905313491821
senior product consultant,consultant product manager,executive assistant consultant,chief executive officer lead consultant,0.8907178044319153,0.8766922354698181,0.8684866428375244
senior product content specialist,executive support specialist,lead product specialist,lead human resources specialist,0.8363433480262756,0.8300955295562744,0.8281869888305664
senior product content strategist,product executive,managing partner chief technology officer,project manager chief executive officer,0.8294456601142883,0.8257957696914673,0.8238626718521118
senior product design manager,assistant design manager,executive assistant project manager,chief project manager,0.8556967973709106,0.8548535704612732,0.8519434928894043
senior product designer,lead product designer,lead product engineer,lead product design engineer,0.8321161270141602,0.8281736969947815,0.8195551633834839
senior product designer design systems,lead product design engineer,designer assistant project manager,lead product designer,0.8592008352279663,0.853745698928833,0.8435626029968262
senior product enablement manager,executive assistant project manager,operations manager executive assistant,lead executive assistant,0.8665852546691895,0.8567510843276978,0.8563481569290161
senior product engineer,lead product engineer,chief engineering manager,chief engineer project manager,0.8669742345809937,0.8625415563583374,0.8565492033958435
senior product fellow,executive assistant partner,assistant managing partner,executive assistant project manager,0.8473412990570068,0.8421448469161987,0.8274204730987549
senior product implementation manager,chief project manager,executive assistant project manager,lead product manager,0.8836010694503784,0.8826820850372314,0.8710644245147705
senior product manager,executive assistant manager,executive assistant project manager,assistant managing partner,0.8736990094184875,0.8734612464904785,0.8669908046722412
senior product manager ai products,managing director chief technology officer,managing partner chief technology officer,it business solutions manager,0.8352291584014893,0.8347690105438232,0.8302524089813232
senior product manager digital accelerator,digital marketing executive,staff digital product manager,digital sales consultant,0.8559885621070862,0.8527266383171082,0.8473073244094849
senior product manager emerging business,business solutions executive,business development executive assistant,business development account executive,0.8565624356269836,0.856020450592041,0.854590892791748
senior product manager mobile,mobile marketing manager,mobile sales associate,mobile sales manager,0.840533971786499,0.8366883993148804,0.8357133269309998
senior product manager of data,chief data officer,manager data engineer,staff vice president of quality management and data management,0.8529736399650574,0.8486420512199402,0.8441522121429443
senior product manager payments,executive assistant manager,executive assistant administrative manager,account executive project manager,0.8580104112625122,0.8549004197120667,0.8534590005874634
senior product manager platform,executive assistant project manager,lead account executive,project manager chief executive officer,0.846672773361206,0.8441506624221802,0.8429499864578247
senior product marketing director,executive assistant marketing specialist,marketing director executive assistant,lead marketing manager,0.8868003487586975,0.8854249715805054,0.8837922215461731
senior product marketing manager,executive assistant marketing manager,lead marketing manager,executive assistant marketing specialist,0.8896996974945068,0.8776687979698181,0.8774312138557434
senior product marketing manager benefits,sales excellence manager,head of customer success,client success manager,0.8447707891464233,0.836269199848175,0.8359281420707703
senior product marketing manager global,global strategic marketing manager,global product marketing manager,global marketing manager,0.9067908525466919,0.9034686088562012,0.9003652930259705
senior product marketing manager health benefits and insurance,health insurance sales agent,group health employee benefits customer service representative account manager,health systems account manager,0.868112325668335,0.8443318605422974,0.8435183763504028
senior product marketing manager lead generation,lead product marketing manager,lead marketing manager,lead sales executive,0.9069769978523254,0.9014906883239746,0.8805510997772217
senior product owner checkout payments,payroll sales executive,business payroll services sales representative,staff accountant bookkeeper,0.8436179161071777,0.841228723526001,0.8379569053649902
senior product user experience designer,designer assistant project manager,lead product design engineer,lead product designer,0.849920928478241,0.8324213027954102,0.8284806609153748
senior production assistant,executive assistant project manager,assistant production manager,lead production assistant,0.8387869596481323,0.8385703563690186,0.8348437547683716
senior production coordinator,executive assistant production coordinator,executive assistant project coordinator,executive assistant project manager,0.8700079917907715,0.8638070225715637,0.8628606796264648
senior program director,chief advisor,chief program officer,chief experience officer,0.8675550222396851,0.866231381893158,0.8611094951629639
senior program manager,chief project manager,executive assistant project manager,lead executive assistant,0.8680161833763123,0.8678387999534607,0.8618535995483398
senior program manager internal audit,internal audit assistant,chief internal auditor,account executive project manager,0.8724581003189087,0.8663421869277954,0.8623213768005371
senior program project manager,executive assistant project manager,chief project manager,project manager chief executive officer,0.8785076141357422,0.8774861097335815,0.8550631999969482
senior program specialist arts integration,specialty assistant,specialist section chief,chief specialist,0.764057457447052,0.7487782835960388,0.7394500970840454
senior programmer,chief programmer,master data engineer,lead programmer analyst,0.7771434783935547,0.7734205722808838,0.7452494502067566
senior programmer architect,lead programmer analyst,chief software architect,chief programmer,0.8049054145812988,0.8036602735519409,0.8003787994384766
senior project architect,chief building official,chief architect,chief technical architect,0.8211002349853516,0.8159821033477783,0.8135809302330017
senior project assistant,career assistant,executive assistant project manager,executive project assistant,0.8460227847099304,0.8425883054733276,0.8366779088973999
senior project manager,chief project manager,executive assistant project manager,executive project assistant,0.8790206909179688,0.8781562447547913,0.8555872440338135
senior project manager and team lead,assistant manager team lead,chief executive officer team lead,lead assistant manager,0.8600756525993347,0.8510414361953735,0.8510173559188843
senior project manager media emerging technology,media production manager,account executive media consultant,media account executive,0.8272609710693359,0.8265440464019775,0.8203099966049194
senior project manager product payments and tax unit,tax assistant manager,assistant tax manager,tax professional assistant,0.8857245445251465,0.8745617866516113,0.8705921173095703
senior project specialist,chief project manager,chief operations specialist,executive project assistant,0.8261306881904602,0.8136266469955444,0.8082507848739624
senior publisher relations manager,chief executive officer publisher,publisher account manager,publisher editor in chief,0.8384029865264893,0.8283878564834595,0.8279098272323608
senior purchasing associate,specialty sales executive,prestige sales manager,financial executive assistant,0.816789984703064,0.8158287405967712,0.8146165609359741
senior purchasing manager,assistant purchasing manager,specialty sales executive,executive sales manager,0.8472980260848999,0.8340147733688354,0.8330119252204895
senior qa automation engineer,chief engineering manager,chief consulting engineer,chief operating engineer,0.8403586149215698,0.8356095552444458,0.8351325988769531
senior qa engineer,chief consulting engineer,chief engineer,chief engineering manager,0.8684556484222412,0.8635854721069336,0.859870433807373
senior qa engineer product engineering,chief engineering manager,chief consulting engineer,chief engineer project manager,0.896533191204071,0.8875896334648132,0.887198269367218
senior quality assurance automation engineer,chief consulting engineer,quality assurance analyst engineer,chief systems engineer,0.8458027839660645,0.8451741933822632,0.8367601037025452
senior r d engineer,chief consulting engineer,chief engineer,chief engineering manager,0.8304240703582764,0.8246181607246399,0.823843240737915
senior recruiter,career assistant,chief fellow,assistant chairman,0.7952361106872559,0.7755916118621826,0.7672953605651855
senior recruiter contract,career assistant,executive assistant recruiter,contract executive assistant,0.8000354766845703,0.7982327342033386,0.7946722507476807
senior recruiter information technology,career assistant,deputy chief technology officer,chief information systems technician,0.8035287857055664,0.8035252094268799,0.8012511134147644
senior recruiter team lead,chief executive officer team lead,lead executive assistant,career assistant,0.7517545223236084,0.7491155862808228,0.7451732754707336
senior recruiting coordinator,career assistant,executive assistant recruiter,executive recruiting assistant,0.8330199122428894,0.8316459655761719,0.8236406445503235
senior recruitment consultant,executive assistant consultant,client success consultant,key accounts consultant,0.8430216312408447,0.8360213041305542,0.8311970233917236
senior recruitment manager,lead assistant manager,executive assistant project manager,assistant campaign manager,0.8552087545394897,0.854310154914856,0.8529037237167358
senior regional development director business development,account director of business development,assistant director of business development,chief business development officer,0.9036363363265991,0.8997973203659058,0.8990559577941895
senior regional director west coast,regional human resources director,chief creative director,regional executive assistant,0.6850266456604004,0.6646985411643982,0.6642036437988281
senior regional sales development associate,regional sales advisor,sales executive regional sales manager,regional sales associate,0.9045991897583008,0.9020369052886963,0.9005101323127747
senior relationship manager,assistant managing partner,executive assistant partner,assistant relationship manager,0.8409918546676636,0.8378674983978271,0.8349961042404175
senior renewal manager,chief manager,renewal account executive,chief executive manager,0.8561034202575684,0.8431648015975952,0.8410093784332275
senior reporting data analyst,lead data analyst,lead reporting analyst,consultant account executive,0.8419666290283203,0.826418399810791,0.818688154220581
senior research analyst,lead research analyst,consultant research analyst,research analyst,0.855830729007721,0.8556132912635803,0.8425249457359314
senior research associate,chief research scientist,research data associate,research assistant associate,0.8425672054290771,0.8278342485427856,0.8244102597236633
senior research associate north america global credit,vice president of global human resources,executive vice president of global sales,vice president data scientist,0.7836004495620728,0.769058346748352,0.7687905430793762
senior researcher,chief consultant,chief research scientist,professor chief,0.7634608149528503,0.7628636360168457,0.760434627532959
senior researcher content producer hockey lacrosse,assistant men s hockey coach,assistant hockey coach,assistant ice hockey coach,0.6341097950935364,0.631364107131958,0.6290856003761292
senior restaurant manager,assistant restaurant manager,restaurant assistant general manager,restaurant general manager assistant manager,0.8936827778816223,0.8925576210021973,0.8862820863723755
senior revenue operations manager,assistant revenue manager,revenue accounting manager,assistant director of revenue management,0.877403974533081,0.8590129017829895,0.855913519859314
senior revenue strategy analyst,revenue management analyst,revenue analyst,revenue operations analyst,0.896479070186615,0.8949964642524719,0.8943991661071777
senior rpa recruiter and account manager,account executive underwriter,client account executive,account executive staffing manager,0.8783993124961853,0.8744950294494629,0.8724017143249512
senior sale development associate,executive assistant partner,commissioned sales associate,district lead sales consultant,0.8449296355247498,0.8438692688941956,0.8411856293678284
senior sales account executive team lead,account executive sales team lead,account management executive sales professional,lead sales executive,0.9297997951507568,0.9032351970672607,0.8919082880020142
senior sales and business development manager,sales executive business development manager,consulting sales executive,sales executive team leader,0.9097661972045898,0.8906190395355225,0.8902448415756226
senior sales and marketing executive,executive sales professional,executive sales specialist,executive sales leader,0.9080040454864502,0.8959200978279114,0.8948840498924255
senior sales associate,consulting sales executive,executive sales professional,sales professional manager,0.8839263916015625,0.8741774559020996,0.8738187551498413
senior sales consultant,consulting sales executive,lead sales consultant,consulting sales director,0.9262842535972595,0.9190135598182678,0.9170199036598206
senior sales coordinator,head sales associate,executive sales assistant,sales executive manager,0.8973913192749023,0.8958714604377747,0.8931079506874084
senior sales development,consulting sales executive,sales account executive consultant,sales development executive,0.8511574268341064,0.8492650389671326,0.8449134230613708
senior sales development analyst,consulting sales executive,sales development executive,sales account executive consultant,0.9078259468078613,0.9061553478240967,0.9048752784729004
senior sales development associate,consulting sales executive,sales consultant project manager,professional services sales consultant,0.9095802307128906,0.905713677406311,0.9036117196083069
senior sales development associate new market expansion,new business development sales executive,new business development sales manager,director of sales and new business development,0.8908510208129883,0.87944495677948,0.8748518228530884
senior sales development associate texas expansion,vice president regional sales director,vice president regional sales manager,regional vice president of sales and marketing,0.692706823348999,0.688105046749115,0.6757762432098389
senior sales development asssociate,sales account executive consultant,commissioned sales associate,sales associate backstock,0.8310854434967041,0.8309063911437988,0.8226227760314941
senior sales development enterprise,sales account executive consultant,consulting sales executive,lead sales executive,0.8525269031524658,0.8515381217002869,0.8479097485542297
senior sales development manager,sales consultant project manager,sales executive manager,sales consultant assistant manager,0.9157894849777222,0.9139782190322876,0.9093145728111267
senior sales development partnerships manager,sales consultant project manager,sales executive team leader,sales executive business development manager,0.8990828394889832,0.8961086273193359,0.8951870203018188
senior sales development representative,sales consultant project manager,professional services sales director,consulting sales executive,0.9042150974273682,0.9036372303962708,0.9034481048583984
senior sales development representative new markets expansion,new business development sales executive,new business development sales manager,director of sales and new business development,0.8811649084091187,0.8749986886978149,0.8744586110115051
senior sales engineer,consulting sales engineer,executive sales engineer,lead sales engineer,0.8922215104103088,0.8910341262817383,0.8869748115539551
senior sales engineer and tam,consulting sales engineer,executive sales assistant,executive and sales assistant,0.8811945915222168,0.8768978714942932,0.8767774701118469
senior sales executive,executive sales professional,executive sales specialist,executive sales leader,0.9246448278427124,0.9171286821365356,0.9148885607719421
senior sales executive soundtrap for education,sales and education executive,education sales manager,educational sales consultant,0.8460999131202698,0.8201382160186768,0.8067373037338257
senior sales executive sponsored advertising,advertising sales executive,advertising sales account executive,marketing and advertising executive,0.8898608684539795,0.8779122829437256,0.8776999711990356
senior sales manager,sales professional manager,sales executive manager,executive sales assistant,0.9101764559745789,0.9064199328422546,0.8996662497520447
senior sales manager emea,executive sales manager,executive sales assistant,emea sales manager,0.9110603928565979,0.9101061820983887,0.9096131324768066
senior sales manager new business outbound,new business sales executive,new business sales manager,new business development sales manager,0.8812940120697021,0.8791220188140869,0.8677997589111328
senior sales manager new markets,new business development sales manager,new business sales executive,new business development sales executive,0.9195060729980469,0.9150347709655762,0.9129282236099243
senior sales manager strategic accounts,strategic sales account executive,sales executive business development manager,strategic sales executive,0.9109582304954529,0.9009495973587036,0.8998401761054993
senior sales manager uk,sales and office manager,head sales associate,assistant national sales manager,0.8165467381477356,0.8159301280975342,0.8159037232398987
senior sales operations analyst,consulting sales executive,sales account executive consultant,sales analyst,0.9059934616088867,0.9017324447631836,0.89566570520401
senior sales rep,sales professional manager,sales consultant assistant manager,consulting sales executive,0.8492432832717896,0.8409359455108643,0.8395854234695435
senior sales representative,executive sales professional,sales professional manager,lead sales executive,0.8807465434074402,0.8796646595001221,0.8760131597518921
senior salesforce administrator,salesforce manager,executive sales professional,salesforce project manager,0.9068617820739746,0.9048161506652832,0.900974690914154
senior salesforce project manager,salesforce project manager,sales consultant project manager,sales professional manager,0.9311253428459167,0.9079623818397522,0.904426634311676
senior search account manager,lead account executive,professional account manager,account executive team leader,0.8201123476028442,0.820076584815979,0.8186976909637451
senior search strategist,chief strategist,lead database analyst,experience strategist,0.7926533222198486,0.7846487760543823,0.7760871052742004
senior senator,president chief consultant,political assistant,legislative executive assistant,0.6754888296127319,0.6670748591423035,0.6604248285293579
senior seo account coordinator,lead account executive,lead account manager,professional development account manager,0.8297739028930664,0.8205767869949341,0.803288459777832
senior seo analyst social media content coordinator account manager,executive assistant social media manager,social media manager marketing assistant,social media coordinator marketing assistant,0.8882433176040649,0.8830970525741577,0.8735182881355286
senior seo consultant professional services,solutions consulting manager,solutions engineer executive advisor,managing principal consultant advanced customer support,0.7846579551696777,0.7806113958358765,0.7780573964118958
senior seo content manager,lead product manager,lead marketing manager,lead product marketing manager,0.7923282384872437,0.7903755903244019,0.7821170687675476
senior seo manager,lead assistant manager,assistant campaign manager,lead marketing manager,0.8009446263313293,0.7997487783432007,0.7910234928131104
senior seo strategist,lead business systems analyst,customer solutions expert,lead account executive,0.77947598695755,0.7743058800697327,0.7688832879066467
senior seo strategist content solutions,it business solutions manager,lead business systems analyst,business solutions manager,0.8026415109634399,0.7999796271324158,0.797688364982605
senior seo success manager,director success manager,customer success executive,head of customer success,0.8251560926437378,0.8207992315292358,0.8051248788833618
senior server software engineer,chief software engineer,server support engineer,lead software analyst,0.8464295864105225,0.8316935300827026,0.8278133273124695
senior settlement specialist,premier support specialist,executive support specialist,chief operations specialist,0.7953954935073853,0.7949506640434265,0.7876631021499634
senior site reliability engineer,chief engineer project manager,chief maintenance engineer,chief facility engineer,0.8787957429885864,0.8692935705184937,0.8628825545310974
senior smb account executive,business account executive,account executive team leader,account executive project manager,0.8827875852584839,0.8814713954925537,0.8700558543205261
senior social media and creative manager,executive assistant social media manager,assistant social media manager,social media marketing executive,0.8824059963226318,0.8630634546279907,0.8579978942871094
senior social media consultant,executive assistant social media manager,marketing and social media consultant,social media marketing expert,0.872184157371521,0.8711820840835571,0.8700194954872131
senior social media manager,executive assistant social media manager,assistant social media manager,social media marketing executive,0.9127082228660583,0.9003127217292786,0.8847037553787231
senior social media manager pre law programs,executive assistant social media manager,assistant social media manager,administrative assistant social media manager,0.8343648910522461,0.8007164001464844,0.7940442562103271
senior software and mobile quality assurance engineer,lead software analyst,solutions engineer executive advisor,technology solutions professional,0.8019000887870789,0.7924008369445801,0.7896725535392761
senior software developer,lead software analyst,chief software architect,chief software engineer,0.8543932437896729,0.8391540050506592,0.813779354095459
senior software developer mobile division,sap ux mobile solution architect consultant,mobile sales consultant,mobile marketing specialist,0.7807661890983582,0.7781558632850647,0.7775986194610596
senior software developer ssd division,chief software architect,lead software analyst,chief software engineer,0.8462112545967102,0.8409038782119751,0.8176633715629578
senior software development engineer,chief software engineer,chief software architect,lead software analyst,0.9114288687705994,0.8858645558357239,0.8822830319404602
senior software development engineer ii,chief software engineer,chief software architect,lead software analyst,0.8792233467102051,0.8684260845184326,0.8470296263694763
senior software development engineer in test,software test analyst,software testing analyst,software engineer analyst,0.8506002426147461,0.8473002910614014,0.8341917991638184
senior software development engineer test,software test analyst,chief software engineer,software testing analyst,0.8642708659172058,0.8631997108459473,0.8612130880355835
senior software engineer,chief software engineer,lead software analyst,chief software architect,0.8860020637512207,0.8545213937759399,0.8540343046188354
senior software engineer acting team lead product and pricing management system,product development engineer team lead,staff product development engineer,product manager software engineer,0.8365501165390015,0.8284924030303955,0.8280593156814575
senior software engineer ad server team,lead software analyst,chief software architect,chief software engineer,0.7686057686805725,0.7683752775192261,0.7670835256576538
senior software engineer and development group leader of crm,lead software analyst,chief software engineer,chief software architect,0.8686600923538208,0.8588608503341675,0.8478959202766418
senior software engineer and technical lead,lead software analyst,chief software engineer,chief software architect,0.8868627548217773,0.8837838768959045,0.8575351238250732
senior software engineer and unix system administrator,unix system analyst,chief software engineer,chief software architect,0.8415946960449219,0.7743481397628784,0.7431648969650269
senior software engineer at yotpo,chief software engineer,product manager software engineer,lead software analyst,0.8757565021514893,0.8621033430099487,0.857671320438385
senior software engineer customer service management system,product manager software engineer,chief software engineer,staff data engineer,0.8858494758605957,0.8585596680641174,0.8515775203704834
senior software engineer data analytics engineer,data analyst software engineer,lead software analyst,data analytics engineer,0.8375195264816284,0.8313344717025757,0.8282111883163452
senior software engineer front end platform,chief software engineer,lead software analyst,chief software architect,0.8389968872070312,0.8383158445358276,0.837086021900177
senior software engineer i,chief software engineer,chief software architect,lead software analyst,0.8944798707962036,0.8615725040435791,0.843284010887146
senior software engineer ii,chief software engineer,chief software architect,lead software analyst,0.8695350885391235,0.8508032560348511,0.8302451372146606
senior software engineer observability,chief software engineer,master data engineer,chief software architect,0.8500339984893799,0.8380900025367737,0.8298813104629517
senior software engineer on google assistant,research assistant software developer,software engineer database developer,lead software analyst,0.7790895104408264,0.7542629241943359,0.7478907704353333
senior software engineer on google learning education,research assistant software developer,computer science teacher s assistant,data engineering intern,0.7600010633468628,0.7583049535751343,0.7373867630958557
senior software engineer production engineering,chief software engineer,product manager software engineer,software product engineer,0.8916200995445251,0.8827633261680603,0.8704426884651184
senior software engineer technical lead,chief software engineer,lead software analyst,chief software architect,0.8781206607818604,0.8769857883453369,0.8520755767822266
senior software engineer technical lead data hub team,lead software analyst,lead data science engineer,staff data engineer,0.8486801385879517,0.8439053893089294,0.8403315544128418
senior software performance engineer,chief software engineer,lead software analyst,chief software architect,0.8952538967132568,0.873816967010498,0.869135856628418
senior software quality assurance engineer,chief software engineer,chief software architect,software quality assurance analyst lead,0.8868139386177063,0.8648070693016052,0.8634235858917236
senior software sales executive,software sales executive,software sales account executive,enterprise software sales executive,0.9273319244384766,0.9060491323471069,0.896324634552002
senior solution engineer,chief consulting engineer,lead solution engineer,chief engineering manager,0.8244352340698242,0.8141535520553589,0.796203076839447
senior solution engineer co founder,solutions engineer executive advisor,lead solution engineer,chief executive officer founding partner,0.8424819707870483,0.8153716921806335,0.8113444447517395
senior solutions architect ads,chief enterprise architect,client solutions executive,premier account analyst,0.7715041041374207,0.7707110643386841,0.7690306305885315
senior solutions consultant,chief consultant,experience consultant,key accounts consultant,0.8382581472396851,0.8374389410018921,0.8346030712127686
senior solutions consultant customer intelligence solutions,customer solutions expert,client solutions strategist,client solutions executive,0.8680193424224854,0.8645341396331787,0.8608009815216064
senior solutions consultant i,chief consultant,executive assistant consultant,consultant chief operations officer,0.8370490074157715,0.8313634395599365,0.826110303401947
senior solutions consultant oracle data cloud,oracle cloud consulting sales representative,lead oracle database administrator,oracle business systems analyst,0.8829355239868164,0.8776582479476929,0.8771250247955322
senior solutions consultant oracle marketing cloud,oracle cloud consulting sales representative,enterprise oracle marketing cloud applications sales manager,oracle business systems analyst,0.9026447534561157,0.8795149326324463,0.8747450113296509
senior solutions engineer,solutions engineer executive advisor,chief consulting engineer,solutions consultant engineer,0.8277150392532349,0.8146449327468872,0.806350827217102
senior solutions engineer co founder,solutions engineer executive advisor,chief executive officer founding partner,his client solutions engineer,0.8587897419929504,0.8200527429580688,0.8081194162368774
senior sourcer,chief fellow,master chief,chief,0.8401422500610352,0.8126864433288574,0.8120302557945251
senior specialist,chief fellow,chief specialist,specialist section chief,0.8326239585876465,0.8229576349258423,0.8059070110321045
senior specialist business affairs,business product specialist,business support specialist,business operations support specialist,0.8441518545150757,0.842174768447876,0.8379095792770386
senior specialist underwriter,chief underwriter,chief operations specialist,executive assistant contractor,0.8263633847236633,0.8134015798568726,0.8089958429336548
senior staff accountant,staff accountant,staff accountant manager,staff accountant consultant,0.9124869108200073,0.8955316543579102,0.8912147283554077
senior staff data scientist,chief data scientist,staff data engineer,executive research assistant,0.8728547692298889,0.8691520094871521,0.8357036113739014
senior staffing consultant,executive assistant consultant,consultant chief operations officer,chief executive officer lead consultant,0.8681052327156067,0.8639546632766724,0.8493660688400269
senior staffing specialist,staff support specialist,chief operations specialist,executive support specialist,0.8286751508712769,0.8244413137435913,0.8227507472038269
senior statistician,chief statistician,prestige sales manager,master data analyst,0.8175805807113647,0.7394178509712219,0.7288714051246643
senior strategic account executive,strategic account executive,account executive team leader,consultant account executive,0.9032269716262817,0.8921290636062622,0.8834689259529114
senior strategic account manager advertising technology,advertising and marketing account executive,advertising account executive,advertising sales account executive,0.8859695196151733,0.8855324983596802,0.8855016231536865
senior strategic account manager for credit suisse enterprise global banking,assistant vice president business banking relationship manager,assistant vice president business banking officer,assistant vice president of business banking,0.88353431224823,0.8774411678314209,0.867823600769043
senior strategic account manager investors,managing partner financial advisor,managing partner chief investment officer,manager finance business partner,0.9081107378005981,0.9070971012115479,0.9030394554138184
senior strategic customer success manager,strategic customer success manager,customer success executive,client success executive,0.9269835948944092,0.9119545221328735,0.9093188643455505
senior strategic finance associate,strategic finance manager,lead financial consultant,finance executive assistant,0.9053767919540405,0.9012126326560974,0.890660285949707
senior strategic sales development,strategic sales executive,strategic sales consultant,strategic sales account executive,0.9082701206207275,0.8995858430862427,0.8977023363113403
senior strategic sales development associate,strategic sales consultant,strategic sales executive,strategic sales specialist,0.9292130470275879,0.9285475611686707,0.9195798635482788
senior strategic sda expansion markets,head of growth marketing,director of growth marketing,growth marketing associate,0.8101359605789185,0.803165078163147,0.796303391456604
senior strategic success manager,director success manager,client success executive,strategic customer success manager,0.8765562772750854,0.86916583776474,0.866840124130249
senior strategist textile fibers department 6bn,salesforce architect specialist master,millwork sales specialist,specialty sales executive,0.6815325021743774,0.6726289987564087,0.669075071811676
senior strategy analyst,lead management analyst,strategic analyst,strategic operations analyst,0.8759033679962158,0.8722473382949829,0.8719030022621155
senior strategy consultant at monitor deloitte,strategic account consultant,it business systems analyst executive advisor,lead consultant business analyst,0.8703556656837463,0.8650913238525391,0.864521324634552
senior strategy manager,chief strategy officer,chief strategic officer,chief executive manager,0.8733104467391968,0.8700600862503052,0.865894079208374
senior student computer helpdesk technician,computer science teacher s assistant,student technology assistant,assistant professor of computer science,0.83896803855896,0.7891838550567627,0.7778297066688538
senior stylist,stylist assistant manager,personal stylist assistant,hair stylist assistant manager,0.8236552476882935,0.8136370182037354,0.757182776927948
senior stylist and custom specialist,personal stylist assistant,stylist assistant manager,stylist sales associate,0.8273434638977051,0.8125935792922974,0.7817963361740112
senior success manager,success manager,director success manager,technical success manager,0.9029168486595154,0.8998461961746216,0.8739585280418396
senior support engineer,chief maintenance engineer,chief engineer project manager,chief consulting engineer,0.8625006675720215,0.8526450395584106,0.8513646125793457
senior support specialist payments,executive support specialist,staff support specialist,contract support specialist,0.837777316570282,0.8215669393539429,0.8172833323478699
senior system administrator,executive assistant scheduler,executive team assistant,executive staff assistant,0.8429248332977295,0.8423676490783691,0.8372336030006409
senior system engineer,chief systems engineer,chief consulting engineer,chief engineering manager,0.8270825743675232,0.8202805519104004,0.815646231174469
senior system manager,chief manager,chief executive manager,executive team assistant,0.8592969179153442,0.8567112684249878,0.8457030057907104
senior system network administrator,chief network engineer,lead network analyst,assistant network manager,0.8245255947113037,0.820121169090271,0.8163427710533142
senior systems administrator,executive assistant scheduler,executive team assistant,executive project assistant,0.843055009841919,0.8412814140319824,0.8407111167907715
senior systems analyst,systems analyst executive advisor,lead systems analyst,professional services analyst,0.8455395102500916,0.8380021452903748,0.8353360295295715
